name,price,description,link,photo link
Ноутбук ASUS VivoBook 15 X510UA-BQ440 (90NB0FQ3-M06780),от 16 790 грн. ,"Тип - Ноутбук
Тип процессора - 8250U
Частота - 1.6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x510ua-bq440_90nb0fq3-m06780/catc839t14m3522823.html,https:/images/preload.gif
Ноутбук Dell Inspiron 5566 (I5566-CT0775),от 17 410 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core I7-7500U
Частота - 2,7-3,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_inspiron_5566_i5566-ct0775/catc839t14m3707642.html,https:/images/preload.gif
Ноутбук HP 250 G6 (2RR94ES),от 12 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_250_g6_2rr94es/catc839t14m3128593.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X542UF-DM272 (90NB0IJ2-M03850),от 15 450 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x542uf-dm272_90nb0ij2-m03850/catc839t14m3705006.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X507MA-EJ012 (90NB0HL1-M00300),от 10 190 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x507ma-ej012_90nb0hl1-m00300/catc839t14m3522818.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 17 X705MB-GC001 (90NB0IH2-M00010),от 12 999 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_17_x705mb-gc001_90nb0ih2-m00010/catc839t14m3522851.html,https:/images/preload.gif
Ноутбук ASUS T101HA-GR031T,от 10 080 грн. ,"Тип - Ноутбук
Тип процессора - x5-Z8350
Частота - 1.44 ГГц
Диагональ экрана - 10.1 дюйм.
Разрешение экрана - 1280x800 пикс.",https://price.ua/asus/asus_t101ha-gr031t/catc839t14m2917326.html,https:/images/preload.gif
Ноутбук HP 15-bs015dx (1TJ82UA),14 020 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5Mzc5MzIwNjkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XL03GXRA),от 10 880 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.
Объем видеопамяти - 2048 Мб",https://price.ua/lenovo/lenovo_ideapad_320-15_80xl03gxra/catc839t14m3133016.html,https:/images/preload.gif
Ноутбук Acer Aspire 5 A515-51G-319M (NX.GVLEU.020),от 16 200 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_5_a515-51g-319m_nx_gvleu_020/catc839t14m3522049.html,https:/images/preload.gif
Ноутбук Acer Extensa EX2540-357P (NX.EFHEU.015),10 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MzU3NzYyNjciO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKB (81DE00LAUS),от 13 035 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2.2 - 3.4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81de00laus/catc839t14m3713386.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X507UA (X507UA-EJ055),от 15 532 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x507ua_x507ua-ej055/catc839t14m3426017.html,https://i1.price.ua/images/model/839/3426017/2/1/type4/asus_vivobook_x507ua_x507ua-ej055_4641941.jpg
Ноутбук Acer Aspire 3 A315-51-35EZ (NX.GS5EU.013),от 13 717 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-51-35ez_nx_gs5eu_013/catc839t14m3522062.html,https://i1.price.ua/images/model/839/3522062/2/1/type4/acer_aspire_3_a315-51-35ez_nx_gs5eu_013_4733984.jpg
Ноутбук Dell Vostro 3568 (N058VN3568EMEA01_1901-08),от 16 755 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7130
Частота - 2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_vostro_3568_n058vn3568emea01_1901-08/catc839t14m3707434.html,https://i2.price.ua/images/model/839/3707434/2/1/type4/dell_vostro_3568_n058vn3568emea01_1901-08_4945075.jpg
Ноутбук Lenovo IdeaPad 320S-13 (81AK00EMRA),от 14 999 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320s-13_81ak00emra/catc839t14m3712348.html,https://i3.price.ua/images/model/839/3712348/2/1/type4/lenovo_ideapad_320s-13_81ak00emra_4945421.jpg
Ноутбук Acer Aspire R5-571T-57Z0 (NX.GCCAA.006),от 16 629 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i5-7200U
Частота - 2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_r5-571t-57z0_nx_gccaa_006/catc839t14m3277663.html,https://i1.price.ua/images/model/839/3277663/2/1/type4/acer_aspire_r5-571t-57z0_nx_gccaa_006_4408433.jpg
Ноутбук HP 250 G6 (2HG29ES),13 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5Mjg0NzA2NjciO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i1.price.ua/images/model/839/3128598/2/1/type4/hp_250_g6_2hg29es_4693606.jpg
Ноутбук Lenovo IdeaPad 320-15ISK (80XH00YCRA),от 11 111 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15isk_80xh00ycra/catc839t14m3050709.html,https://i4.price.ua/images/model/839/3050709/2/1/type4/lenovo_ideapad_320-15isk_80xh00ycra_4009208.jpg
Ноутбук ASUS VivoBook 15 X505BP-EJ177 (90NB0G02-M02910),12 199 грн. ,"Тип - Ноутбук
Тип процессора - AMD A9-9425
Частота - 3,1-3,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjQ2MTYyODgiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/model/839/3705895/2/1/type4/asus_vivobook_15_x505bp-ej177_90nb0g02-m02910_4945534.jpg
Ноутбук ASUS T101HA-GR032T,10 802 грн. ,"Тип - Ноутбук
Тип процессора - x5-Z8350
Частота - 1.44 ГГц
Диагональ экрана - 10.1 дюйм.
Разрешение экрана - 1280x800 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjE1NDExMDEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Acer Aspire 5 A515-51G-56KV (NX.GVLEU.030),от 17 069 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота -  2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_5_a515-51g-56kv_nx_gvleu_030/catc839t14m3426566.html,https:/images/preload.gif
Ноутбук Dell Inspiron 3567 (35i34H1R5M-WBK),от 14 599 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_inspiron_3567_35i34h1r5m-wbk/catc839t14m3148626.html,https:/images/preload.gif
Ноутбук ASUS Vivobook 14 X405UR (X405UR-BM029),от 12 672 грн. ,"Тип - Ультрабук
Тип процессора - Intel Pentium 4405U
Частота - 2,1 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_14_x405ur_x405ur-bm029/catc839t14m3265601.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 17 X705MB-GC003 (90NB0IH3-M00040),от 12 964 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1 - 2.7 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_17_x705mb-gc003_90nb0ih3-m00040/catc839t14m3522849.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X540NA (X540NA-DM009),10 370 грн. ,"Тип - Ноутбук
Тип процессора - N4200
Частота - 1,1-2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4MTI0OTgwMTIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook Max X541UV (X541UV-XO1163),11 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ3NTA0NjYxMDQiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook S15 S510UQ-BQ535T (90NB0FM1-M13710),19 529 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5Mzc1MTcwNDgiO3M6MToiYyI7aToyO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook 17 X705NA (X705NA-GC027),от 11 279 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N4200
Частота - 1,1-2,5 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_17_x705na_x705na-gc027/catc839t14m3265602.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X542UN (X542UN-DM040),19 107 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5Mzc1MTY4MjciO3M6MToiYyI7aToyO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook X542BP (X542BP-GQ020),от 10 699 грн. ,"Тип - Ноутбук
Тип процессора - AMD A9-9420
Частота - 3,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/asus/asus_vivobook_x542bp_x542bp-gq020/catc839t14m3261236.html,https:/images/preload.gif
Ноутбук Acer Aspire 5 A515-51G (NX.GPCEU.026),от 14 400 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_5_a515-51g_nx_gpceu_026/catc839t14m3148428.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 17 X705UB-GC010 (90NB0IG2-M00110),от 15 815 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_17_x705ub-gc010_90nb0ig2-m00110/catc839t14m3522878.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XH00YLRA),от 11 703 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xh00ylra/catc839t14m3048467.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X510UA-BQ442T (90NB0FQ3-M06800),19 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjkwNjU5NjAiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Huawei Matebook D PL-W09 (53019961),17 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjgwOTc5NDEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X542UF-DM400 (90NB0IJ5-M05560),17 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MjgwOTY4MTQiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Acer Aspire E5-576 (NX.GRYEU.004),от 15 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_e_15_e5-576_nx_gryeu_004/catc839t14m3276831.html,https:/images/preload.gif
Ноутбук HP 250 G6 (2SX50EA),10 872 грн. ,"Тип - Ноутбук
Тип процессора - N3350
Частота - 1.1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NjcyMzIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook X507UB (X507UB-EJ047),от 16 999 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x507ub_x507ub-ej047/catc839t14m3426023.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X507UB (X507UB-EJ044),от 16 999 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x507ub_x507ub-ej044/catc839t14m3426020.html,https:/images/preload.gif
Ноутбук Dell Inspiron 15 5570 (I515F54H10DDL-8BK),от 16 528 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_inspiron_15_5570_i515f54h10ddl-8bk/catc839t14m3390175.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X505ZA-BQ035 (90NB0I11-M00770),от 17 899 грн. ,"Тип - Ноутбук
Тип процессора - AMD Ryzen 5 2500
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x505za-bq035_90nb0i11-m00770/catc839t14m3706627.html,https://i1.price.ua/images/model/839/3706627/2/1/type4/asus_vivobook_15_x505za-bq035_90nb0i11-m00770_4945347.jpg
Ноутбук Lenovo V130-14 (81HQ00HWRA),от 11 172 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_v130-14_81hq00hwra/catc839t14m3712333.html,https://i2.price.ua/images/model/839/3712333/2/1/type4/lenovo_v130-14_81hq00hwra_4945480.jpg
Ноутбук HP 250 G6 (3DP05ES),от 10 599 грн. ,"Тип - Ноутбук
Тип процессора - N4200
Частота - 1.1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_3dp05es/catc839t14m3402919.html,https://i1.price.ua/images/model/839/3402919/2/1/type4/hp_250_g6_3dp05es_4694671.jpg
